Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air,Lat,Lon,Lat_original,Lon_original,Teatro_Maritimo
2024-09-15,Territorial sea,Portugal,Portugal - GAMA,2024/004446,Serious,41°13' N,8°57.13' W,No,01:32,0.0,0.0,,Not Investigated,Yes,,0.0,No damage,No,No,No,Ship - Unknown,Normal service - In passage - Displacement mode,0.0,0.0,Pilotage area,Transit,No,,,Cargo ship - Solid Cargo - Bulk Carrier,GIBRALTAR - Gibraltar,PORTUGAL - Leixoes,Collision - With other ship,,,No,41.21666666666667,-8.952166666666667,41.21666666666667,-8.952166666666667,Continente
2024-09-15,Territorial sea,Portugal,Portugal - GAMA,2024/004446,Serious,41°13' N,8°57.13' W,No,01:32,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting structural integrity of the ship,,,,,,,,,,,,,,,,Collision - With other ship,,,No,41.21666666666667,-8.952166666666667,41.21666666666667,-8.952166666666667,Continente
2025-03-20,High sea - Within EEZ,Portugal,Portugal - GAMA,2025/002944,Serious,36°18.29' N,9°5.59' W,No,04:00,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,Yes,Ship - Deck - Main deck,Normal service - In passage - Displacement mode,0.0,20.0,No routeing system,Mid-water,Yes,,,Cargo ship - Solid Cargo - Container Ship,Unknown,SPAIN - Vigo,Loss of control - Loss of containment,,,No,36.304833333333335,-9.093166666666667,36.304833333333335,-9.093166666666667,Continente
2023-01-21,High sea - Within EEZ,Portugal,Portugal - GAMA,2023/000601,Less Serious,36°28.92' N,9°0' W,,08:00,0.0,0.0,,Not Investigated,Yes,Portugal - Lagos,0.0,Minor damage (less than material damage),No,No,No,Engine department - Auxiliary engine room,Normal service - In passage - Displacement mode,0.0,0.0,,Transit,,,,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,PORTUGAL - Sines,SPAIN - Algeciras,Damage / loss of equipment,,,No,36.482,-9.0,36.482,-9.0,Continente
2022-11-17,High sea - Within EEZ,Portugal,Portugal - GAMA,2023/000354,Less Serious,37°54.16' N,9°15.16' W,,16:45,0.0,0.0,,Not Investigated,Yes,Portugal - Sines,0.0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,,Transit,,,,Cargo ship - Solid Cargo - Container Ship,PORTUGAL - Sines,PORTUGAL - Sines,Loss of control - Loss of propulsion power,,,No,37.90266666666667,-9.252666666666666,37.90266666666667,-9.252666666666666,Continente
2025-06-09,Territorial sea,Portugal,Portugal - GAMA,2025/003704,Very serious,40°2.29' N,9°7.18' W,No,01:00,1.0,0.0,,Finished,Yes,,0.0,,,No,No,Ship - Unknown,Fishing - Fishing,0.0,0.0,No routeing system,Transit,,9179804.0,SAO GONCALINHO,Fishing vessel,PORTUGAL - Figueira da Foz,Unknown,,Slipping - Stumbling and falling - Fall of persons - Fall overboard of person,Accident,No,40.03816666666667,-9.119666666666667,40.03816666666667,-9.119666666666667,Continente
2020-06-26,Territorial sea,Portugal,Portugal - GAMA,2020/005872,Serious,40°39.6' N,9°1' W,No,00:01,0.0,0.0,,Not Investigated,Yes,Portugal - Aveiro,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Fishing - Fishing,0.0,0.0,,Mid-water,No,,,Fishing vessel - Multipurpose - Other multipurpose,PORTUGAL - Aveiro,PORTUGAL - Aveiro,Flooding/Foundering - Flooding - Progressive,,,No,40.66,-9.016666666666667,40.66,-9.016666666666667,Continente
2024-08-01,Territorial sea,Portugal,Portugal - GAMA,2024/003863,Very serious,37°57.63' N,8°53.37' W,No,05:10,0.0,2.0,,Not Investigated,Yes,,0.0,Loss of ship - Constructive loss,No,No,No,Ship - Unknown,Fishing - Gutting/handling/stowing fish,0.0,0.0,Pilotage area,Transit,Unknown,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Sines,PORTUGAL - Sines,Flooding/Foundering - Flooding - Massive,,,No,37.9605,-8.8895,37.9605,-8.8895,Continente
2024-08-01,Territorial sea,Portugal,Portugal - GAMA,2024/003863,Very serious,37°57.63' N,8°53.37' W,No,05:10,0.0,2.0,,Not Investigated,Yes,,0.0,Loss of ship - Constructive loss,No,No,No,Ship - Unknown,Fishing - Gutting/handling/stowing fish,0.0,0.0,Pilotage area,Transit,Unknown,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Sines,PORTUGAL - Sines,Contact - Shore object,,,No,37.9605,-8.8895,37.9605,-8.8895,Continente
2018-05-24,Territorial sea,Portugal,Portugal - GAMA,2044/2018,Very serious,39°25.6' N,9°27.7' W,No,17:00,1.0,0.0,,Finished,Yes,Portugal - Peniche,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Ship - Deck - Boat deck,Fishing - Shooting/hauling fishing gear,0.0,0.0,No routeing system,Mid-water,,,MESTRE COMBOIO,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Peniche,PORTUGAL - Peniche,Damage / loss of equipment,,,No,39.42666666666667,-9.461666666666666,39.42666666666667,-9.461666666666666,Continente
2023-11-10,Territorial sea,Portugal,Portugal - GAMA,2023/005831,Marine incident,39°0.63' N,9°46.9' W,No,12:53,0.0,0.0,,Not Investigated,Yes,,0.0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Bulk Carrier,Unknown,Unknown,Damage / loss of equipment,,,No,39.0105,-9.781666666666666,39.0105,-9.781666666666666,Continente
2021-01-06,Territorial sea,Portugal,Portugal - GAMA,2021/000716,Very serious,41°34.51' N,9°10.75' W,,03:10,0.0,1.0,,Finished,Yes,Portugal - Viana do Castelo,,Loss of ship - Actual loss,Yes,No,No,Engine department - Engine room,Fishing - Shooting/hauling fishing gear,0.0,0.0,No routeing system,Mid-water,No,,Samaritana,Fishing vessel - Gillnetter,PORTUGAL - Viana do Castelo,PORTUGAL - Viana do Castelo,Flooding/Foundering - Flooding - Massive,,,No,41.57516666666667,-9.179166666666667,41.57516666666667,-9.179166666666667,Continente
2024-05-09,High sea - Within EEZ,Portugal,Portugal - GAMA,2024/002223,Marine incident,38°10.41' N,9°47.24' W,No,01:50,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,SPAIN - Avilés,ITALY - La Spezia,Damage / loss of equipment,,,No,38.1735,-9.787333333333333,38.1735,-9.787333333333333,Continente
2023-03-26,Territorial sea,Portugal,Portugal - GAMA,2023/003252,Serious,38°34.4' N,9°11.8' W,No,02:10,0.0,0.0,,Not Investigated,Yes,Portugal - Setúbal,0.0,Minor damage (less than material damage),No,No,No,Ship - Keel,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Fishing vessel - Gillnetter,PORTUGAL - Peniche,PORTUGAL - Peniche,Grounding/stranding - Power,,,No,38.508919571530825,-9.320274865829145,38.57333333333333,-9.196666666666667,Continente
2018-07-23,Territorial sea,Portugal,Portugal - GAMA,2607/2018,Serious,39°35.74' N,9°6.02' W,No,09:20,0.0,0.0,,Not Investigated,Yes,Portugal - Nazaré,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Fishing - Towing fishing gear,0.0,0.0,No routeing system,Mid-water,No,,,Fishing vessel - Trawler - Stern,PORTUGAL - Aveiro,PORTUGAL - Aveiro,Loss of control,,,No,39.595666666666666,-9.100333333333333,39.595666666666666,-9.100333333333333,Continente
2018-07-23,Territorial sea,Portugal,Portugal - GAMA,2607/2018,Serious,39°35.74' N,9°6.02' W,No,09:20,0.0,0.0,,Not Investigated,Yes,Portugal - Nazaré,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Fishing - Towing fishing gear,0.0,0.0,No routeing system,Mid-water,No,,,Fishing vessel - Trawler - Stern,PORTUGAL - Aveiro,PORTUGAL - Aveiro,Loss of control - Loss of propulsion power,,,No,39.595666666666666,-9.100333333333333,39.595666666666666,-9.100333333333333,Continente
2020-11-06,High sea - Within EEZ,Portugal,Portugal - GAMA,2021/000323,Less Serious,38°16' N,30°38' W,No,22:00,0.0,1.0,,Not Investigated,Yes,,,No damage,No,No,No,Ship - Deck - Main deck,Fishing - Preparing/stowing fishing gear,0.0,0.0,No routeing system,Mid-water,,,,Fishing vessel - Liner,PORTUGAL - Horta,PORTUGAL - Horta,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,No,38.266666666666666,-30.633333333333333,38.266666666666666,-30.633333333333333,Açores
2025-02-04,High sea - Within EEZ,Portugal,Portugal - GAMA,2025/000438,Less Serious,39°1.791' N,9°45.681' W,No,23:18,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,SPAIN - Huelva,SWEDEN - Ronnskar,Damage / loss of equipment,,,No,39.02985,-9.76135,39.02985,-9.76135,Continente
2019-04-18,Territorial sea,Portugal,Portugal - GAMA,2019/003102,Less Serious,40°9.28' N,8°55.85' W,,04:30,0.0,0.0,,Not Investigated,Yes,Portugal - Figueira da Foz,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Ship - Deck - Forecastle deck,Normal service - At anchor,0.0,0.0,Pilotage area,Anchored or alongside,,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Figueira da Foz,FRANCE - La Pallice,Damage / loss of equipment,,,No,40.154666666666664,-8.930833333333334,40.154666666666664,-8.930833333333334,Continente
2020-07-05,High sea - Within EEZ,Portugal,Portugal - GAMA,2020/005885,Less Serious,40°24.3' N,9°15.3' W,Material damage - With operational consequences,00:13,0.0,0.0,,Not Investigated,Yes,Portugal - Figueira da Foz,,No damage,No,No,No,Ship - Over side - Port - Above the waterline,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Container Ship,PORTUGAL - Sines,PORTUGAL - Leixoes,Collision - With other ship,,,No,40.405,-9.255,40.405,-9.255,Continente
2020-07-05,High sea - Within EEZ,Portugal,Portugal - GAMA,2020/005885,Less Serious,40°24.3' N,9°15.3' W,Material damage - With operational consequences,00:13,0.0,0.0,,Not Investigated,Yes,Portugal - Figueira da Foz,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Ship - Deck - Main deck,Normal service - In passage - Displacement mode,,,No routeing system,Mid-water,Unknown,,,Recreational craft - Sailboat (aux. motor),Unknown,PORTUGAL - Figueira da Foz,Collision - With other ship,,,No,40.405,-9.255,40.405,-9.255,Continente
2025-11-14,High sea - Within EEZ,Portugal,Portugal - GAMA,2025/009466,Serious,35°37.97' N,7°16.22' W,No,17:00,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Container Ship,SPAIN - Cádiz,SPAIN - Cádiz,Damage / loss of equipment,,,No,35.63283333333333,-7.270333333333333,35.63283333333333,-7.270333333333333,Continente
2025-08-29,Territorial sea,Portugal,Portugal - GAMA,2025/006583,Less Serious,38°37.42' N,9°38.6' W,No,09:00,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Departure,No,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Lisboa,UNITED KINGDOM - Londonderry,Damage / loss of equipment,,,No,38.623666666666665,-9.643333333333333,38.623666666666665,-9.643333333333333,Continente
2018-07-26,Territorial sea,Portugal,Portugal - GAMA,2577/2018,Serious,37°49.85' N,8°47.86' W,No,19:35,0.0,0.0,,Not Investigated,Yes,Portugal - Sines,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Recreational craft - Motorboat,PORTUGAL - Sines,PORTUGAL - Sines,Loss of control,,,No,37.82025438807663,-8.857750763667099,37.83083333333333,-8.797666666666666,Continente
2018-07-26,Territorial sea,Portugal,Portugal - GAMA,2577/2018,Serious,37°49.85' N,8°47.86' W,No,19:35,0.0,0.0,,Not Investigated,Yes,Portugal - Sines,,Material damage,No,No,No,Ship - Propeller/rudder/thruster,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Recreational craft - Motorboat,PORTUGAL - Sines,PORTUGAL - Sines,Loss of control - Loss of propulsion power,,,No,37.82025438807663,-8.857750763667099,37.83083333333333,-8.797666666666666,Continente
2024-07-03,Territorial sea,Portugal,Portugal - GAMA,2024/002919,Very serious,39°49.39' N,9°1.3' W,No,04:07,6.0,9.0,,Finished,Yes,,0.0,Loss of ship - Actual loss,Yes,No,No,Ship - Unknown,Fishing - Fishing,0.0,0.0,No routeing system,Mid-water,Unknown,8799308.0,VIRGEM DOLOROSA,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Figueira da Foz,PORTUGAL - Figueira da Foz,Capsizing/Listing - Capsizing,,,No,39.823166666666665,-9.021666666666667,39.823166666666665,-9.021666666666667,Continente
2025-10-26,Territorial sea,Portugal,Portugal - GAMA,2025/008822,Marine incident,36°38' N,9°43' W,No,23:45,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Ship - Unknown,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Unknown,No,,,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,Unknown,Unknown,Damage / loss of equipment,,,No,36.63333333333333,-9.716666666666667,36.63333333333333,-9.716666666666667,Continente
2023-02-20,Territorial sea,Portugal,Portugal - GAMA,2023/001922,Very serious,37°5.02' N,8°27.07' W,No,13:22,0.0,0.0,,Finished,Yes,Portugal - Portimão,0.0,Loss of ship - Constructive loss,Yes,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,SUPER MANGUITO,Recreational craft - Motorboat,PORTUGAL - Portimao,PORTUGAL - Portimao,Flooding/Foundering - Flooding - Progressive,,,Yes,37.083666666666666,-8.451166666666667,37.083666666666666,-8.451166666666667,Continente
2018-10-23,Territorial sea,Portugal,Portugal - GAMA,2018/0001746,Serious,32°36.003' N,16°46.979' W,,13:23,0.0,0.0,,Not Investigated,Yes,Portugal - Funchal,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Arrival,No,,,Fishing vessel - Liner,PORTUGAL - Funchal; Madeira,PORTUGAL - Funchal; Madeira,Loss of control - Loss of propulsion power,,,No,32.60005,-16.782983333333334,32.60005,-16.782983333333334,Madeira
2022-02-07,Territorial sea,Portugal,Portugal - GAMA,2022/008221,Serious,39°3.181' N,27°57.058' W,No,23:20,0.0,0.0,,Not Investigated,Yes,Portugal - Praia Vitória,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Ship - Hull - Under waterline,Normal service - In passage - Displacement mode,0.0,0.0,Pilotage area,Departure,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,PORTUGAL - Praia da Graciosa,PORTUGAL - Praia da Graciosa,Loss of control - Loss of directional control,,,No,39.053016666666664,-27.950966666666666,39.053016666666664,-27.950966666666666,Açores
2022-02-07,Territorial sea,Portugal,Portugal - GAMA,2022/008221,Serious,39°3.181' N,27°57.058' W,No,23:20,0.0,0.0,,Not Investigated,Yes,Portugal - Praia Vitória,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,Pilotage area,Departure,No,,,Cargo ship - Liquid Cargo - Oil tanker - Product carrier,PORTUGAL - Praia da Graciosa,PORTUGAL - Praia da Graciosa,Loss of control - Loss of directional control,,,No,39.053016666666664,-27.950966666666666,39.053016666666664,-27.950966666666666,Açores
2019-05-04,Territorial sea,Portugal,Portugal - GAMA,2019/005046,Less Serious,41°19.58' N,8°45.92' W,,17:00,0.0,1.0,,Not Investigated,Yes,Portugal - Póvoa Varzim,,,,No,No,Ship - Deck - Boat deck,Fishing - Fishing,0.0,0.0,No routeing system,Mid-water,,,,Fishing vessel - Trawler - Stern,PORTUGAL - Leixoes,PORTUGAL - Leixoes,,Slipping - Stumbling and falling - Fall of persons - Fall of person - to a lower level,Accident,,41.32633333333333,-8.765333333333333,41.32633333333333,-8.765333333333333,Continente
2023-10-23,Territorial sea,Portugal,Portugal - GAMA,2023/005809,Marine incident,37°1.85' N,9°14.62' W,No,21:00,0.0,0.0,,Not Investigated,Yes,,0.0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,Unknown,Transit,No,,,Cargo ship - Solid Cargo - Ro-Ro Cargo,Unknown,Unknown,Loss of control - Loss of directional control,,,No,37.030833333333334,-9.243666666666666,37.030833333333334,-9.243666666666666,Continente
2023-11-21,Territorial sea,Portugal,Portugal - GAMA,2023/005847,Marine incident,39°30' N,9°42.3' W,No,15:45,0.0,0.0,,Not Investigated,Yes,,0.0,No damage,No,No,No,Bridge - Other space,Normal service - In passage - Displacement mode,0.0,0.0,Area to be avoided,Transit,No,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Figueira da Foz,SPAIN - Castellón,Loss of control - Loss of directional control,,,No,39.5,-9.705,39.5,-9.705,Continente
2025-10-08,Territorial sea,Portugal,Portugal - GAMA,2025/007745,Less Serious,41°29.2' N,9°1.1' W,No,16:10,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Container Ship,PORTUGAL - Leixoes,IRELAND - Dublin; Dublin,Damage / loss of equipment,,,No,41.486666666666665,-9.018333333333333,41.486666666666665,-9.018333333333333,Continente
2021-10-27,Territorial sea,Portugal,Portugal - GAMA,2021/005873,Very serious,38°24.76' N,9°0.71' W,No,22:45,0.0,0.0,,Finished,Yes,Portugal - Setúbal,,Loss of ship - Actual loss,Yes,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,Pilotage area,Arrival,Unknown,,SEGREDOS DO MAR,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Setubal,PORTUGAL - Setubal,Fire/Explosion - Fire,,,Yes,38.3156094541249,-9.179026984836803,38.41266666666667,-9.011833333333334,Continente
2025-01-11,Territorial sea,Portugal,Portugal - GAMA,2025/000191,Serious,40°36.8' N,8°46.9' W,No,05:10,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Fishing - Fishing,0.0,0.0,No routeing system,Arrival,No,,,Fishing vessel,PORTUGAL - Aveiro,PORTUGAL - Aveiro,Loss of control - Loss of propulsion power,,,No,40.61333333333333,-8.781666666666666,40.61333333333333,-8.781666666666666,Continente
2024-11-02,High sea - Within EEZ,Portugal,Portugal - GAMA,2024/005169,Less Serious,38°24' N,12°44' W,No,15:00,0.0,1.0,,Not Investigated,Yes,,0.0,,No,No,No,Ship - Deck - Open deck,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Ponta Delgada,PORTUGAL - Lisboa,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,,38.4,-12.733333333333333,38.4,-12.733333333333333,Continente
2024-06-17,Territorial sea,Portugal,Portugal - GAMA,2024/002703,Less Serious,38°41.5' N,9°43.31' W,,11:40,0.0,0.0,,Not Investigated,Yes,Portugal - Setúbal,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Cargo ship - Solid Cargo - Bulk Carrier,PORTUGAL - Lisboa,FRANCE - Rouen,Damage / loss of equipment,,,No,38.69166666666667,-9.721833333333333,38.69166666666667,-9.721833333333333,Continente
2019-04-02,Territorial sea,Portugal,Portugal - GAMA,2019/003116,Less Serious,40°15.9' N,9°5' W,No,01:30,0.0,0.0,,Not Investigated,Yes,Portugal - Figueira da Foz,,,,No,No,Ship - Deck - Boat deck,Fishing - Gutting/handling/stowing fish,0.0,0.0,No routeing system,Mid-water,,,,Fishing vessel - Gillnetter,PORTUGAL - Figueira da Foz,PORTUGAL - Figueira da Foz,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,,40.265,-9.083333333333334,40.265,-9.083333333333334,Continente
2018-08-22,Territorial sea,Portugal,Portugal - GAMA,2018/000080,Very serious,37°55.367' N,9°13.48' W,On person(s) - Injury,15:27,0.0,3.0,,Not Investigated,Yes,Portugal - Sines,,Loss of ship - Actual loss,Yes,No,No,Engine department - Auxiliary engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Recreational craft - Houseboat,PORTUGAL - Lagos,PORTUGAL - Oeiras,Flooding/Foundering - Flooding - Massive,,,No,37.922783333333335,-9.224666666666666,37.922783333333335,-9.224666666666666,Continente
2018-08-22,Territorial sea,Portugal,Portugal - GAMA,2018/000080,Very serious,37°55.367' N,9°13.48' W,On person(s) - Injury,15:27,0.0,3.0,,Not Investigated,Yes,Portugal - Sines,,Loss of ship - Actual loss,Yes,No,No,Engine department - Auxiliary engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Recreational craft - Houseboat,PORTUGAL - Lagos,PORTUGAL - Oeiras,Fire/Explosion - Fire,,,No,37.922783333333335,-9.224666666666666,37.922783333333335,-9.224666666666666,Continente
2018-08-22,Territorial sea,Portugal,Portugal - GAMA,2018/000080,Very serious,37°55.367' N,9°13.48' W,On person(s) - Injury,15:27,0.0,3.0,,Not Investigated,Yes,Portugal - Sines,,Loss of ship - Actual loss,Yes,No,No,Engine department - Auxiliary engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Recreational craft - Houseboat,PORTUGAL - Lagos,PORTUGAL - Oeiras,Flooding/Foundering - Foundering,,,No,37.922783333333335,-9.224666666666666,37.922783333333335,-9.224666666666666,Continente
2024-07-11,Territorial sea,Portugal,Portugal - GAMA,2024/003103,Very serious,36°51.84' N,7°47.54' W,,23:49,0.0,0.0,,Finished,Yes,Portugal - Olhão,0.0,Loss of ship - Actual loss,Yes,No,No,Ship - Unknown,Fishing - Fishing,0.0,0.0,No routeing system,Transit,Unknown,,PRAIA DE MONTEGORDO,Fishing vessel - Multipurpose - Trawler-Purse seiner,SPAIN - Ayamonte,SPAIN - Ayamonte,Flooding/Foundering - Flooding - Massive,,,No,36.864,-7.792333333333334,36.864,-7.792333333333334,Continente
2022-02-11,High sea - Within EEZ,Portugal,Portugal - GAMA,2022/015061,Less Serious,37°23.23' N,9°49.19' W,Material damage - With operational consequences,08:37,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Ship - Deck - Main deck,Special service - Towing/pushing,0.0,0.0,No routeing system,Mid-water,No,,,Service ship,PORTUGAL - Setubal,SENEGAL - Dakar,Loss of control - Loss of containment,,,No,37.387166666666666,-9.819833333333333,37.387166666666666,-9.819833333333333,Continente
2018-08-17,Territorial sea,Portugal,Portugal - GAMA,2018/003204,Less Serious,41°20.85' N,8°45.65' W,Material damage - Without operational consequences,04:00,0.0,0.0,,Not Investigated,Yes,Portugal - Vila do Conde,,Minor damage (less than material damage),No,No,No,Ship - Over side - Port - Below the waterline,Fishing - Fishing,0.0,0.0,No routeing system,Transit,No,,,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Vila do Conde,PORTUGAL - Vila do Conde,Contact - Floating object,,,No,41.3475,-8.760833333333334,41.3475,-8.760833333333334,Continente
2020-01-20,High sea - Within EEZ,Portugal,Portugal - GAMA,2020/001512,Less Serious,36°6.9' N,9°50.8' W,,02:25,0.0,0.0,,Not Investigated,Yes,,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,Recommended route,Transit,,,,Cargo ship - Solid Cargo - General Cargo,UNITED KINGDOM - Runcorn,ITALY - Cagliari,Damage / loss of equipment,,,No,36.115,-9.846666666666666,36.115,-9.846666666666666,Continente
2024-11-28,Territorial sea,Portugal,Portugal - GAMA,2025/002988,Marine incident,41°20' N,8°50' W,No,01:00,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Auxiliary engine room,Fishing - Fishing,0.0,0.0,No routeing system,Transit,No,,,Fishing vessel - Gillnetter,PORTUGAL - Vila do Conde,PORTUGAL - Vila do Conde,Damage / loss of equipment,,,No,41.333333333333336,-8.833333333333334,41.333333333333336,-8.833333333333334,Continente
2024-03-27,Territorial sea,Portugal,Portugal - GAMA,2024/001348,Marine incident,38°29.31' N,9°35.66' W,No,05:44,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,No,,,Cargo ship - Liquid Cargo - Oil tanker - Crude oil,EGYPT - El Suweis (= Suez),RUSSIAN FEDERATION - Ust-Luga,Loss of control - Loss of propulsion power,,,No,38.4885,-9.594333333333333,38.4885,-9.594333333333333,Continente
2024-08-14,Territorial sea,Portugal,Portugal - GAMA,2024/003901,Serious,40°6.6' N,8°53.4' W,No,16:50,0.0,0.0,,Not Investigated,Yes,,0.0,Minor damage (less than material damage),No,No,No,Engine department - Engine room,Fishing - Gutting/handling/stowing fish,0.0,0.0,Pilotage area,Transit,No,,,Fishing vessel - Gillnetter,PORTUGAL - Figueira da Foz,PORTUGAL - Figueira da Foz,Loss of control - Loss of propulsion power,,,No,40.11,-8.89,40.11,-8.89,Continente
2023-08-25,Territorial sea,Portugal,Portugal - GAMA,2023/005464,Marine incident,36°48.641' N,8°58.651' W,No,08:45,0.0,0.0,,Not Investigated,Yes,,0.0,No damage,No,No,No,Pump room - Pump room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - General Cargo,MOROCCO - Casablanca,PORTUGAL - Leixoes,Loss of control - Loss of propulsion power,,,No,36.81068333333333,-8.977516666666666,36.81068333333333,-8.977516666666666,Continente
2018-09-14,Territorial sea,Portugal,Portugal - GAMA,2018/000882,Less Serious,40°7.7' N,8°55.71' W,No,03:30,0.0,1.0,,Not Investigated,Yes,Portugal - Figueira da Foz,,No damage,No,,,Ship - Deck - Boat deck,Normal service - In passage - Displacement mode,,,,,,,,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Figueira da Foz,PORTUGAL - Figueira da Foz,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,No,40.12833333333333,-8.9285,40.12833333333333,-8.9285,Continente
